3500    0
3510    0.00001674446
3520    0.00001737691
3530    0.00002868648
3540    0.00002352613
3550    0.0000167842
3560    0.00001750842
3570    0.00001206621
3580    0.00001888671
3590    0.00002176119
3600    0.0000058914
3610    0.00001414929
3620    0.00001481588
3630    0.00001621808
3640    0.00002519312
3650    0.00002708458
3660    0.0000309234
3670    0.00000984664
3680    0.00002260562
3690    0.00001211895
3700    0.00002379894
3710    0.00002505155
3720    0.00000523425
3730    0.00003059794
3740    0.00002056204
3750    0.00001426442
3760    0.00002867379
3770    0.00002784679
3780    0.0000323982
3790    0.00001786042
3800    0.0000362951
3810    0.00002623922
3820    0.00002334676
3830    0.00001575222
3840    0.00001155497
3850    0.00001938803
3860    0.00001151924
3870    0.00002773904
3880    0.00001581756
3890    0.00001787621
3900    0.00002457048
3910    0.00003232681
3920    0.0000172789
3930    0.00002281491
3940    0.00001589715
3950    0.0000217247
3960    0.00002521103
3970    0.00003768993
3980    0.00003248938
3990    0.00002550031
4000    0.00003037577
4010    0.00002445782
4020    0.00002014586
4030    0.00003067336
4040    0.00002391542
4050    0.00002937608
4060    0.00001747092
4070    0.00001967849
4080    0.00003305248
4090    0.00002325325
4100    0.00001827291
4110    0.00001752109
4120    0.00002760369
4130    0.0000408703
4140    0.00002676959
4150    0.00003475113
4160    0.0000212251
4170    0.00001686948
4180    0.00002060307
4190    0.00002624745
4200    0.00001982475
4210    0.00002502241
4220    0.0000197927
4230    0.00002130388
4240    0.00002505456
4250    0.0000198368
4260    0.00001770695
4270    0.00002809373
4280    0.00002787156
4290    0.00002125365
4300    0.00001329105
4310    0.00002951681
4320    0.00000906927
4330    0.00001843986
4340    0.00003433074
4350    0.0000325999
4360    0.00001997766
4370    0.000029297
4380    0.00003768787
4390    0.00003955387
4400    0.00002012146
4410    0.00003051565
4420    0.00003923796
4430    0.0000302675
4440    0.00002145939
4450    0.00003436802
4460    0.00001426105
4470    0.0000230002
4480    0.00003071561
4490    0.00002988941
4500    0.00003205409
4510    0.0000282815
4520    0.00002675629
4530    0.00001717673
4540    0.00002302293
4550    0.00003173741
4560    0.00003313364
4570    0.00003813352
4580    0.0000344718
4590    0.00002867878
4600    0.00002721881
4610    0.0000518203
4620    0.00004303025
4630    0.00006034468
4640    0.0000579644
4650    0.00007889393
4660    0.00007196636
4670    0.00010544402
4680    0.0001312689
4690    0.00017186783
4700    0.00023806777
4710    0.00031421557
4720    0.00043929324
4730    0.00059841137
4740    0.00085742004
4750    0.00122275144
4760    0.00176821649
4770    0.00261935234
4780    0.00386366218
4790    0.00578332484
4800    0.00872553587
4810    0.01307706118
4820    0.01943384171
4830    0.02872772217
4840    0.04167230606
4850    0.05919353485
4860    0.08217963219
4870    0.1114160156
4880    0.1471142292
4890    0.1889259338
4900    0.2362485313
4910    0.2877396965
4920    0.3422417831
4930    0.3977479172
4940    0.4528088379
4950    0.5073743439
4960    0.5595597076
4970    0.6068194962
4980    0.6514392853
4990    0.6921595001
5000    0.7284253693
5010    0.7599686432
5020    0.7880669403
5030    0.812434845
5040    0.8338137054
5050    0.8516732788
5060    0.8671925354
5070    0.8803078461
5080    0.8917706299
5090    0.9010810089
5100    0.9090045166
5110    0.915404129
5120    0.9212495422
5130    0.9257933807
5140    0.9296917725
5150    0.9325953674
5160    0.9350623322
5170    0.9369736481
5180    0.9384767151
5190    0.9393641663
5200    0.9404483795
5210    0.9410150146
5220    0.9411099243
5230    0.9409174347
5240    0.9408493042
5250    0.9398947144
5260    0.9394245911
5270    0.9384949493
5280    0.9375413513
5290    0.9363430023
5300    0.9352339172
5310    0.9338285828
5320    0.9320334625
5330    0.93021698
5340    0.9283392334
5350    0.9264871979
5360    0.9242010498
5370    0.9218958282
5380    0.9193492889
5390    0.9169980621
5400    0.9140821838
5410    0.9112490082
5420    0.9079370117
5430    0.9049147034
5440    0.9014329529
5450    0.8978933716
5460    0.8944308472
5470    0.8908204651
5480    0.8868076324
5490    0.8826218414
5500    0.8783351135
5510    0.8737770081
5520    0.8692105103
5530    0.8643718719
5540    0.8593344116
5550    0.8542190552
5560    0.8490670013
5570    0.8434403992
5580    0.8378134155
5590    0.8321211243
5600    0.8260502625
5610    0.8200279236
5620    0.8133264923
5630    0.8069631195
5640    0.8002459717
5650    0.7934845734
5660    0.786421051
5670    0.7788956451
5680    0.7714204407
5690    0.7637065887
5700    0.7560439301
5710    0.7480906677
5720    0.7399610901
5730    0.7319715881
5740    0.7233641052
5750    0.7146160126
5760    0.7057722473
5770    0.6968399048
5780    0.6877945709
5790    0.6783309174
5800    0.6691707611
5810    0.6599272156
5820    0.6499062347
5830    0.6401839447
5840    0.6305037689
5850    0.6203679276
5860    0.6100577164
5870    0.6001616287
5880    0.5896548462
5890    0.5793376541
5900    0.5689231873
5910    0.5581464767
5920    0.5477048874
5930    0.5372424698
5940    0.5263497162
5950    0.5154794312
5960    0.504949646
5970    0.4939841843
5980    0.4831216812
5990    0.4722030258
6000    0.4615642548
6010    0.4510167313
6020    0.4400843811
6030    0.4291197205
6040    0.418678627
6050    0.4079430771
6060    0.3972542191
6070    0.3865452576
6080    0.3761058426
6090    0.3656022644
6100    0.3551765823
6110    0.3447874832
6120    0.3347045135
6130    0.3244970322
6140    0.3145994186
6150    0.3046535492
6160    0.2950261307
6170    0.2853107071
6180    0.2757245255
6190    0.266454277
6200    0.2573279762
6210    0.2482754326
6220    0.2393500328
6230    0.2307086372
6240    0.2222656822
6250    0.2139551544
6260    0.2056886673
6270    0.1977576256
6280    0.1899664497
6290    0.1823073387
6300    0.1747761154
6310    0.1674389458
6320    0.1605159378
6330    0.153572607
6340    0.1468571281
6350    0.1404292583
6360    0.1341743279
6370    0.1281057549
6380    0.1221404839
